name,title,quote,date,context
George Fox,"English Dissenter, founder of the Religious Society of Friends",Never heed; the Lord's power is over all weakness and death.,13 January 1691,
John Flavel,English Presbyterian clergyman and author,I know that it will be well with me.,26 June 1691,
Richard Baxter,"English Puritan church leader, poet, hymnodist and theologian","Death, death. O I thank Him, I thank Him. The Lord teach you to die.",8 December 1691,
Louise-Anastasia Serment,French natural philosopher and poet,"Nectare clausa suo, / Dignum tantorum pretium tulit illa laborum.",1692,"Quoting the Latin inscription on a Roman piece of amber trapping a bee; 'closed in her nectar, she receives the reward for all her labours'"
Sarah Good,American woman accused of witchcraft during the Salem witch trials,"You are a lyer; I am no more a Witch than you are a Wizard, and if you take away my Life, God will give you Blood to drink.",29 July [O.S. 19 July] 1692,to Reverend Nicholas Noyes prior to execution by hanging
Giles Corey,English-born American farmer,More weight.,19 September 1692,before being pressed to death during the Salem witch trials
"(""Ja","så, just så, min kunglige vän, res mig uppåt, uppåt!"") — Ulrica Eleanor the Elder, Queen of Sweden","Yes, like that, just like that, my royal friend, raise me upward, upward!",26 July 1693,to her husband holding her
Patrick Sarsfield,"1st Earl of Lucan, Irish soldier","Oh, that this were for Ireland.",21 August 1693,mortally wounded at the Battle of Landen
Suleiman I of Persia,Shah of Safavid Iran,Bring me wine.,29 July 1694,"According to the French cleric, Martin Gaudereau"
Mary II of England (28 December 1694),,"My Lord, why do you not go on? I am not afraid to die.",28 December 1694,when the clergyman reading the prayers for the sick paused due to being overcome by grief
Philip Henry,English Nonconformist clergyman and diarist,"O death, where is thy—",24 June 1696,quoting 1 Corinthians 15:55
Hortense Mancini,"Duchesse de Mazarin, niece of Cardinal Mazarin and mistress of Charles II of England",Debt!,2 July 1699,dying in financial ruin
Charles II of Spain (1 November 1700),,I am nothing.,1 November 1700,
