name,title,quote,date,context
Louisa May Alcott,American novelist,Is it not meningitis?,6 March 1888,
John George Wood,English writer and populariser of natural history,Give me a large cup of tea.,3 March 1889,
Father Damien,"SS.CC., Belgian Roman Catholic priest, minister to people with leprosy in the Hawaiian Kingdom","Well! God's will be done. He knows best. My work, with all its faults and failures, is in His hands, and before Easter I shall see my Saviour.",15 April 1889,
Gerard Manley Hopkins ,English poet and priest,"I am so happy, so happy.",8 June 1889,
James Averell,American businessman,"Stop your fooling, fellows.",20 July 1889,"to the cattlemen who lynched him along with his wife, Ellen Watson"
William Allingham,"Irish poet, diarist and editor",I see such things as you can not dream of.,18 November 1889,
Jefferson Davis,President of the Confederate States of America,"Pray, excuse me.",6 December 1889,"""A little while and I will be gone from among you. Whither I cannot tell. From nowhere we came, into nowhere we go. What is life? It is a flash of a firefly in the night. It is the breath of a buffalo in the wintertime. It is the little shadow which runs across the grass and loses itself in the sunset."" — Crowfoot, Siksika Nation chief (25 April 1890)"
"(""La tristesse durera toujours."") — Vincent van Gogh",Dutch painter,The sadness will last forever.,29 July 1890,to his brother sometime before dying of (presumably) a self-inflicted gunshot wound
Richard Francis Burton,British polymath,"Oh Puss, chloroform—ether—or I am a dead man.",20 October 1890,"to his wife, Isabel Burton"
Sitting Bull,Hunkpapa Lakota leader,I am not going. Do with me what you like. I am not going. Come on! Come on! Take action! Let's go!,15 December 1890,during unsuccessful attempt by police to arrest him
Emma Abbott,American operatic soprano,I am not afraid to die.,5 January 1891,dying of pneumonia
Howard Crosby,"American Presbyterian preacher, scholar and professor","My heart is resting sweetly with Jesus, and my hand is in his.",29 March 1891,
P. T. Barnum,American showman,Yes.,7 April 1891,when asked if he wanted a drink of water
Herman Melville,American novelist,God bless Captain Vere!,28 September 1891,"quoting his final, unfinished novella, Billy Budd"
Emperor Pedro II of Brazil (5 December 1891),,May God grant me these last wishes—peace and prosperity for Brazil.,5 December 1891,
Prince Albert Victor,"Duke of Clarence and Avondale, second in line to the British throne",Who is that?,14 January 1892,; he repeated these words over and over again while dying
Edward Augustus Freeman,English historian and politician,Very weak. Rail to La Encina and Alicante.,16 March 1892,; his final diary entry
Walt Whitman,American poet,"Warry, shift!",26 March 1892,"to nurse ""Warry"" Fritzinger"
John Greenleaf Whittier,American Quaker poet and abolitionist,I have known thee all the time.,7 September 1892,when his niece asked if he knew her
Ernest Renan,French scholar,"We perish, we disappear, but the march of time goes on for ever.",2 October 1892,
Alfred,"Lord Tennyson , Poet Laureate of the United Kingdom",I have opened it.,6 October 1892,He then blessed his wife and son
Rutherford B. Hayes,president of the United States,I know I am going where Lucy is.,17 January 1893,"referring to his wife, Lucy Webb Hayes, who had died in 1889"
Phillips Brooks,"American Episcopal clergyman and author, Bishop of Massachusetts",There is no other life but the eternal.,23 January 1893,; final written words
William Price,Welsh physician,Bring me a glass of Champagne.,23 January 1893,
Georgiana Drew,"American stage actress, mother of Lionel, Ethel and John Barrymore","Oh, my poor kids. What will ever become of them?",2 July 1893,
Hans von Bülow,"German conductor, pianist and composer",Bad.,12 February 1894,in response to being asked how he felt
Kyari of Bornu,ruler (shehu) of Kanem–Bornu Empire,"Tell this giant of a slave that if I had captured him I would not have asked him anything, I would have killed him on the spot. Let him not ask me any further questions. If he has anything to do, let him.",c. February/March 1894,to his captor Rabih az-Zubayr before his execution
"(""Keo-la","Keo-la."") — Fred C. Roberts, English physician and medical missionary","Enough, Enough.",6 June 1894,"dying in Tientsin, China"
Sadi Carnot,President of France,I am grateful for your presence.,25 June 1894,"mortally wounded by assassin, to Dr. Antonin Poncet, who told him his friends were there"
Alexander III of Russia (1 November [O.S. 20 October] 1894),,How good!,1 November [O.S. 20 October] 1894,when the priest placed his hands on his head after performing the last rites
Robert Louis Stevenson,Scottish author,What's that? Do I look strange?,3 December 1894,"to his wife, Fanny Stevenson, before collapsing from a cerebral haemorrhage"
Christina Rossetti,English poet,"I love everybody. If ever I had an enemy, I should hope to meet and welcome that enemy in heaven.",29 December 1894,
"(""¡A la carga","joven!"") — José Martí, Cuban author and national hero","Charge, young man!",19 May 1895,addressing trooper Angel de la Guardia during the Battle of Dos Ríos
Stefan Stambolov,Prime Minister of Bulgaria,God protect Bulgaria.,19 July 1895 OS,mortally wounded by assassins
John Wesley Hardin,American outlaw and gunfighter,Four sixes to beat,19 August 1895,killed in an El Paso saloon by John Selman
Paul Verlaine,French poet,Don't sole the dead man's shoes yet!,8 January 1896,who spent much of his later life in poverty
John Selman,American outlaw and gunfighter,"You god damned son-of-a-bitch, I am going to kill you!",6 April 1896,killed by cowboy George Scarborough
"(""¡Sí","que se rompa, pero que no se doble!"") — Leandro N. Alem, Argentine politician","Yes, that is broken, but does not bend!",1 July 1896,"; his suicide note, quoting the motto of the Radical Civic Union"
"(""Opfer müssen gebracht warden."") — Otto Lilienthal",German aviation pioneer,Sacrifices must be made.,10 August 1896,fatally injured in glider crash
William Morris,"British textile designer, poet and socialist",I want to get mumbo-jumbo out of the world.,3 October 1896,to his family doctor
"(""Consummatum est."") — José Rizal","Filipino nationalist, ophthalmologist and polymath",It is done.,30 December 1896,"quoting Jesus prior to execution by firing squad for rebellion, sedition and conspiracy"
"(""Ah","der schmeckt schön. Danke."") — Johannes Brahms, German composer","Ah, that tastes nice. Thank you.",3 April 1897,after being given a glass of wine
"(""Dans quelques minutes","pensez que nous verrons Dieu, que nous serons au Ciel."") — Duchess Sophie Charlotte in Bavaria","In a few minutes, think that we will see God, that we will be in Heaven.",4 May 1897,killed in Bazar de la Charité fire in Paris
Barney Barnato,British Randlord,What's the time?,14 June 1897,; he asked this question before jumping overboard from a ship
Thérèse of Lisieux,French Catholic Carmelite nun and mystic,"My God, I love You!",30 September 1897,
Salomon August Andrée,"Swedish engineer, physicist, aeronaut and polar explorer","It feels fine to be able to sleep here on fast land as a contrast with the drifting ice out upon the ocean where we constantly heard the cracking, grinding, and din. We shall have to gather driftwood and bones of whales and will have to do some moving around when the weather permits.",October 1897,; final diary entry prior to his death during Arctic balloon expedition
Richard Von Albade Gammon,American football fullback fatally injured in game,"No, Bill, I've got too much Georgia grit for that.",31 October 1897,responding to teammate who asked if he was going to give up
Lewis Carroll,English mathematician and novelist,"Take away these pillows, I won't need them any longer.",14 January 1898,
Aubrey Beardsley,English illustrator and author,I am imploring you – burn all the indecent poems and drawings.,16 March 1898,
Edward Bellamy,"American author, journalist and political activist",What can happen to me? I can only die.,22 May 1898,
Buckey O'Neill,captain in Theodore Roosevelt's Rough Riders,"Sergeant, the Spanish bullet isn't made that will kill me.",1 July 1898,just before being shot in the mouth prior to charge up Kettle Hill
Soapy Smith,con artist and gangster in the American frontier,"My God, don't shoot!",7 July 1898,after vigilante Frank H. Reid shot him
"(""Haus."") — Otto von Bismarck",German statesman,House.,30 July 1898,writing on a piece of paper with unknown meaning
Empress Elisabeth of Austria (10 September 1898),,No. What has happened?,10 September 1898,"when asked if she was in pain after being stabbed by Italian anarchist Luigi Lucheni (One word - uncertain) — Kaʻiulani, last heir apparent to the throne of the Hawaiian Kingdom (6 March 1899). She may have said ""Mama"", ""Papa"" or ""Koa"" (a nickname for her cousin)"
Harry C. Egbert,United States Army officer,"Good-by, General; I'm done. I'm too old.",26 March 1899,to General Loyd Wheaton after being mortally wounded during the Battle of Malinta in the Philippine–American War
Johann Strauss II,Austrian composer,"I will, whatever happens.",3 June 1899,in response to being asked to get some sleep
Horatio Alger,American author and educator,Splendid! I'll sleep now. I shall have a nap. Later I can pack and leave on the evening train. But I'm tired. Let me rest.,18 July 1899,
Robert G. Ingersoll,"American lawyer, free thought writer and orator","O, better.",21 July 1899,when his wife asked him how he felt
Dwight L. Moody,American evangelist and publisher,I see earth receding; Heaven is opening; God is calling me.,22 December 1899,
Casey Jones,American railroader,"Jump, Sim, while you have the time.",30 April 1900,to his fireman shortly before his passenger train collided with a stalled freight train
Stephen Crane,American author,"When you come to the hedge that we must all go over, it isn't so bad. You feel sleepy, you don't care. Just a little dreamy anxiety, which world you're really in, that's all.",5 June 1900,
Emerson H. Liscum,United States Army colonel,"Keep up the fire, men.",13 July 1900,dying after being shot at the Battle of Tientsin
Cushman Kellogg Davis,United States Senator from Minnesota,"Oh, that I might live five years more for my country's sake.",27 November 1900,
Oscar Wilde,Irish playwright,My wallpaper and I are fighting a duel to the death. One or the other of us has to go.,30 November 1900,
