name,title,quote,date,context
Jesse L. Brown,United States Naval Aviator,Tell Daisy that I love her.,4 December 1950,mentioning his wife while trapped and dying in cockpit after being shot down during the Battle of Chosin Reservoir in the Korean War. Thomas J. Hudner Jr. received the Medal of Honor for his unsuccessful attempt to rescue Brown
John U. D. Page,United States Army officer and Medal of Honor recipient,Get back ... I'll cover you.,11 December 1950,prior to being killed in action during the Battle of Chosin Reservoir in the Korean War
Ray Wetmore,American World War II flying ace,Say goodbye to my wife and kids.,14 February 1951,prior to fatal crash of F-86 Sabre
"(""C'est bien."") — André Gide",French author,It is well.,19 February 1951,
Martha Beck,American serial killer,So long.,8 March 1951,whispering while being placed in the electric chair
Ludwig Wittgenstein,Austrian philosopher,Tell them I've had a wonderful life.,29 April 1951,upon being told that his close friends would come to visit him the next day
Emil Kapaun,United States Army Roman Catholic chaplain and Medal of Honor recipient,"As you see, I am crying too, not tears of pain but tears of joy, because I'll be with my God in a short time.",23 May 1951,dying in prisoner of war camp during the Korean War
Arnold Schoenberg,Austrian-American composer,Harmony.,13 July 1951,
Anthony T. Kahoʻohanohano,United States Army soldier and Medal of Honor recipient,I've got your back.,1 September 1951,prior to being killed in action in the Korean War
Joseph Vittori,United States Marine and Medal of Honor recipient,You go. I'll cover you.,16 September 1951,prior to being killed in action at the Battle of the Punchbowl in the Korean War
Owen Roberts,British Royal Air Force officer and aviator,"If they are not, blame me.",10 April 1953,when his flight attendant question the safeness of the Lockheed Lodestar prior to the aircraft he piloted crashed during takeoff
Hilaire Belloc,French-English author and Member of Parliament,This must be an awful bore for you.,16 July 1953,after being given a blanket and propped up with a pillow by his daughter and grandson
Maude Adams,American actress known for playing Peter Pan,Life is still full of joy. Thumbs up for joy and adventure.,17 July 1953,
Kathleen Ferrier,English contralto singer,Wouldn't it be lovely if I could just go to sleep and not wake up again?,8 October 1953,to a nurse while dying of breast cancer
Eugene O'Neill,American playwright,"I knew it! I knew it! Born in a hotel room and, goddamn it, dying in a hotel room.",27 November 1953,to his wife Carlotta Monterey
Johnny Ace,American rhythm-and-blues singer and musician,I'll show you that it won't shoot.,25 December 1954,playing with a .32 caliber revolver
"(""Docteur","pensez-vous que cela aurait pu être la saucisse?"") — Paul Claudel, French writer and diplomat","Doctor, do you think it could have been the sausage?",23 February 1955,
Albert Einstein,German physicist,"I want to go when I want. It is tasteless to prolong life artificially. I have done my share, it is time to go. I will do it elegantly.",18 April 1955,declining surgery the day before his death
Mary McLeod Bethune,"American educator, stateswoman and civil rights activist",Life is wonderful. I am wonderful.,18 May 1955,
James Dean,American actor,That guy's gotta stop... He'll see us.,30 September 1955,"to his friend Rolf Wütherich, moments before the car crash"
Alexandrina of Balazar (born Alexandrina Maria da Costa),"Portuguese Roman Catholic mystic, victim soul and blessed","I am happy, because I am going to Heaven.",13 October 1955,
"(""おいしい."") – Sadako Sasaki",Japanese 12-year-old victim of the United States' atomic bombings of Hiroshima and Nagasaki known for folding a thousand paper cranes,It's tasty.,25 October 1955,"to her family after tasting her final meal, tea on rice"
Alben W. Barkley,vice-president of the United States,"I am wiling to be a junior. I am glad to sit in the back row, for I had rather be a servant in the house of the Lord than to sit in the seats of the mighty.",30 April 1956,alluding to Psalms 84:10 just before dying of a heart attack while giving keynote address at the 1956 Washington and Lee Mock Convention
Max Beerbohm,"English essayist, parodist and caricaturist",No. Thanks for everything.,20 May 1956,on being asked by his wife if he had had a good sleep
Walter de la Mare,English author,"Too late for fruit, too soon for flowers.",22 June 1956,when asked if he wanted some fruit or flowers
Tom Gastall,American baseball player,75-Hotel. I'm going into the water.,20 September 1956,final radio transmission before crash of his ERCO Ercoupe into Chesapeake Bay
Milburn G. Apt,American test pilot,There she goes!,27 September 1956,final radio transmission while losing control of Bell X-2
Humphrey Bogart,American actor,"Goodbye, kid. Hurry back.",14 January 1957,"to his wife Lauren as she left to collect their children, after which he entered a fatal coma"
Archie R. Twitchell,American actor and aviator,"Were [sic] a midair collision – midair collision, 10 How we are going in-uncontrollable – uncontrollable – we are...we've had it boy – poor jet too – told you we should take chutes – say goodbye to everybody.",31 January 1957,radio transmission after 1957 Pacoima mid-air collision
Wyndham Lewis,English writer and painter,Mind your business!,7 March 1957,when asked on his deathbed about his bowels
Burton Abbott,American convicted rapist and murderer,"I can't admit it, Doc. Think of what that would do to my mother. She could not take it.",15 March 1957,to prison physician Dr. David Schmidt prior to execution by gas chamber
James Whale,English film and theater director and actor,The future is just old age and illness and pain... I must have peace and this is the only way.,29 May 1957,in his suicide note
Ronald Knox,English Roman Catholic priest and writer,"No.... Awfully jolly of you to suggest it, though.",24 August 1957,when Lady Elton asked if he would like her to read from his translation of the New Testament
Donald E. Montgomery,American economist,I have laid my papers on a bed for my daughters. I have left the door open for the police to enter. I am going to shoot myself.,11 October 1957,calling police before committing suicide
Albert Anastasia,Italian-American mobster,A quick haircut.,25 October 1957,He was assassinated while in the barber's chair at the Park Sheraton Hotel in Midtown Manhattan
Tony Morabito,"founder of the San Francisco 49ers, to the priest who gave him final absolution",Thank you father.,27 October 1957,
Louis B. Mayer,"Canadian-American film producer, co-founder of Metro-Goldwyn-Mayer",Nothing matters. Nothing matters.,29 October 1957,
Billy Whelan,Irish footballer,"If this is death, then I am ready for it.",6 February 1958,during British European Airways Flight 609's third takeoff attempt prior to the Munich air disaster
Iven Carl Kincheloe Jr.,American test pilot,"Edwards, Mayday seven seven two—bailing out.",26 July 1958,final radio transmission prior to failed ejection from Lockheed F-104A
Jack Cole,"American cartoonist, creator of Plastic Man","Dear Hef, When you read this I shall be dead. I cannot go on living with myself and hurting those dear to me. What I do has nothing to do with you.",13 August 1958,in his suicide note to Hugh Hefner
James Michael Curley,American politician,I wish to announce the first plank in my campaign for reelection...we're going to have the floors in this goddamned hospital smoothed out!,12 November 1958,to his son while being wheeled out of surgery
Lou Costello,American actor and comedian,I think I'll be more comfortable.,3 March 1959,asking a nurse to change his position in bed
"(""Virgencita: ¡Cuánto te quiero! ¿Cuando me vendrás a buscar?"") — Montserrat Grases",Spanish Catholic laywoman and venerable,Little Virgin: How much I love You! When are You coming for me?,26 March 1959,
George Reeves,American actor,I'm tired. I'm going back to bed.,16 June 1959,prior to his apparent suicide
Ethel Barrymore,American actress,Are you happy? I'm happy.,18 June 1959,"to her maid, Anna Albert"
Boris Vian,French polymath,These guys are supposed to be American? My ass!,23 June 1959,while watching film adaptation of his novel I Spit on Your Graves
Preston Sturges,"American playwright, screenwriter and film director",I should have had the pickle.,6 August 1959,
Edmund Gwenn,English actor,Dying is easy. Comedy is difficult.,6 September 1959,
Mario Lanza,American operatic tenor and actor,"I love you, Betty...Betty.",7 October 1959,over the phone to his wife
Errol Flynn,Australian-born American actor,I've had a hell of a lot of fun and I've enjoyed every minute of it.,14 October 1959,
Max Baer,American boxer,"Oh, God, here I go!",21 November 1959,dying of a heart attack
Stanley Spencer,"CBE RA, English painter",Beautifully done.,14 December 1959,"to a nurse who had given him an injection""Someone else can arrange this."" — Constance Spry , British educator, florist and author (3 January 1960), dying after slipping on stairs while arranging flowers"
"(""È salvo! È salvo! Oh","gioia!"") — Leonard Warren, American operatic baritone","He is safe! He is safe! Oh, joy!",4 March 1960,performing in La Forza del Destino at the Metropolitan Opera before dying on stage
Roy Chapman Andrews,"American explorer, adventurer and naturalist",There's that pain again! I can feel it in my arm and in my head.,11 March 1960,dying of a heart attack
James W. Rodgers,American murderer,I done told you my last request ... a bulletproof vest.,30 March 1960,facing a firing squad
Boris Pasternak,Russian author,Why am I hemorrhaging?,30 May 1960,to his wife Zinaida
Knud Enemark Jensen,Danish cyclist,I'm dizzy!,26 August 1960,shortly before collapsing to the pavement while competing in the 1960 Summer Olympics
St John Philby,British Arabist and intelligence officer,I am so bored.,30 September 1960,
Howard Glenn,Titans of New York offensive guard,It's...It's coming out.,9 October 1960,in locker room after fatal in-game injury
"(""選挙の際は、国民に評判の悪い政策は、全部伏せておいて、選挙で多数を占むると..."") — Inejirō Asanuma",then-chairman of the Japan Socialist Party,"During the election, they keep policies that would be unpopular with the public a secret, and then once they have won a majority in the election, they will... ",12 October 1960,"criticizing the LDP, seconds before being stabbed with a wakizashi by 17-year-old Otoya Yamaguchi"
Johnny Horton,"American country, honky tonk and rockabilly musician","Tillman, you know, God has been very good to me.",5 November 1960,to his manager Tillman Franks shortly before he was killed in a car accident
Percy Grainger,Australian-American composer,You're the only one I like.,20 February 1961,to his wife Ella
Valentin Bondarenko,Soviet cosmonaut,"Too much pain....Do something, please...to kill the pain.",23 March 1961,fatally burned in altitude chamber fire
George S. Kaufman,American playwright,I'm not afraid any more.,2 June 1961,
Frederick George Hutchins,"QPM, British police officer","Get him, Les. Get him — he's got us!",3 June 1961,"to Police Constable Leslie Charles England after being shot along with PC Charles Edward Cox, who survived"
Philip Pawsey,"QPM, British police officer",Get after him!,3 June 1961,to PC Leslie Charles England after being shot by the same assailant as Sgt Hutchins and PC Cox
Carl Jung (6 June 1961),,Let's have a really good red wine tonight.,6 June 1961,Swiss psychiatrist and psychoanalyst
Ernest Hemingway,American author,Goodnight my kitten.,2 July 1961,before committing suicide with a shotgun
Chico Marx,American actor and comedian,"Remember, Honey, don't forget what I told you. Put in my coffin a deck of cards, a mashie niblick, and a pretty blonde.",11 October 1961,giving his wife Mary humorous instructions for his funeral
James Thurber,American humorist,God bless ... God damn.,2 November 1961,
"(""Ja","maar niet te veel."") — Gerrit Achterberg, Dutch poet","Yes, but not too many.",17 January 1962,"to his companion, who had asked if she should bake some potatoes"
Lucky Luciano,Italian-American gangster,Tell Georgie I want to get in the movies one way or another.,26 January 1962,after meeting with a producer about a proposed film based on his life
Anthony Strollo,American gangster,"I'm only going out for a few minutes. Besides, I'm wearing thermal underwear.",8 April 1962,to his wife prior to his disappearance
Adolf Eichmann,German-Austrian SS-Obersturmbannführer,I hope that all of you will follow me.,1 June 1962,mumbling prior to execution by hanging for war crimes
Marilyn Monroe,American actress,"Say goodbye to Pat, say goodbye to the president and say goodbye to yourself, because you're a nice guy... I'll see... I'll see.",4 August 1962,"over the phone to Peter Lawford, John F. Kennedy's brother-in-law"
E. E. Cummings,American poet,"I'm going to stop now, but I'm going to sharpen the ax before I put it up, dear.",3 September 1962,"to his wife, who was worried it was too hot for him to be chopping wood; he then suffered a stroke"
"(""Счастливого пути!"") — Pyotr Dolgov",Soviet Air Force colonel and balloonist,Have a good trip!,1 November 1962,"to Yevgeni Nikolayevich Andreyev prior to jumping from a Volga balloon gondola at an altitude of 25,600 metres (84,000 ft). Dolgov was killed when his pressure suit depressurized; Andreyev successfully reached the ground"
Ian James Campbell,American police officer,Yes.,9 March 1963,"just before being fatally shot, in response to his killer asking if he had heard of the Little Lindbergh Law"
Victor Feguer,American convicted murderer,"An olive, with a pit...",15 March 1963,requesting his last meal prior to execution by hanging
"(""Perché piangere? È un momento di gioia questo","un momento di gloria."") — Pope John XXIII","Why crying? This is a moment of joy, a moment of glory.",3 June 1963,speaking to his secretary
"(""Nam mô A Di Đà Phật."") — Thích Quảng Đức",Vietnamese Mahayana Buddhist monk,Homage to Amitābha Buddha.,11 June 1963,prior to self-immolation
Stone Johnson,Kansas City Chiefs running back,"Oh my God, oh my God! Where's my head, where's my head?",8 September 1963,after suffering fractured vertebra in neck during kickoff return on 30 August 1963
Édith Piaf,French singer-songwriter,All the damn fool things you do in life you pay for.,10 October 1963,to her sister
John F. Kennedy,president of the United States,"No, you certainly can't.",22 November 1963,"replying to co-passenger Nellie Connally saying, ""You certainly can't say Dallas doesn't love you, Mr. President"" while travelling through Dallas in a motorcade, shortly before he was fatally shot"
J. D. Tippit,American police officer,10–4.,22 November 1963,"over his police radio shortly before being shot and killed, less than one hour after the Kennedy assassination"
Aldous Huxley,"philosopher, writer","LSD, 100 μg, im",22 November 1963,"to his wife Laura (""im"" being an abbreviation for intramuscular)"
Lee Harvey Oswald,accused of killing Kennedy and Tippit,I want to see the American Civil Liberties Union.,24 November 1963,shortly before he was shot by Jack Ruby
Brendan Behan,Irish writer,You made one mistake. You married me.,20 March 1964,to his wife Beatrice
Nancy Astor,"Viscountess Astor, American-born British politician",Am I dying or is this my birthday?,2 May 1964,awakening on her deathbed to see her entire family around her. (Astor died 17 days before her birthday.)
Max Aitken,1st Baron Beaverbrook,This is my final word. It is time for me to become an apprentice once more. I have not settled in which direction.,9 June 1964,Canadian-British newspaper publisher
Charles L. Kelly,United States Army helicopter pilot and medical evacuation unit commander,When I have your wounded.,1 July 1964,responding to warning to leave a dangerous landing zone during a Vietnam War rescue mission. Kelly was then struck by a bullet
Fireball Roberts,American stock car racer,"My God, Ned, help me! I'm on fire!",2 July 1964,inside his burning car after 24 May 1964 wreck during the World 600 at Charlotte Motor Speedway. Roberts survived for six weeks before dying of his injuries
Ian Fleming,English naval intelligence officer and novelist,I am sorry to trouble you chaps. I don't know how you get along so fast with the traffic on the road these days.,12 August 1964,to ambulance crew
Gracie Allen,American vaudevillian and comedian,"I'm sorry, boys, I'm all wet.",27 August 1964,
T. S. Eliot,American-born British poet,Valerie.,4 January 1965,"whispering the name of his wife, Valerie Eliot"
Winston Churchill,prime minister of the United Kingdom,I'm bored with it all.,24 January 1965,
Nat King Cole,American singer,Maria.,15 February 1965,saying his wife's name to a hospital nurse
Malcolm X,American activist,"Brothers! Brothers, please! This is a house of peace!",21 February 1965,trying to calm a 400-person chaos shortly before being killed by gunfire from multiple assailants
Stan Laurel,"English actor, member of the duo Laurel and Hardy","I'd rather be skiing than doing this."" (when asked if he skied) ""No, but I'd rather be doing that than doing this.",23 February 1965,to a nurse
Lou Everett,American test pilot,I've got to get out!,27 April 1965,prior to failed ejection from Ryan XV-5 Vertifan
Edward R. Murrow,American broadcast journalist and war correspondent,"Well, Jan, we were lucky at that.",27 April 1965,"patting the hand of his wife, Janet Huntington Brewster ″Front, your time and Kakuei Tanaka's era will come eventually. Politics must not be pampering to the people. I'll leave the rest to you.″"
Hayato Ikeda,former Prime Minister of Japan,前尾、やがて、お前や田中角栄の時代が来るだろう。国民を甘やかす政治をすてはならない。後事は、君たちに託す,13 August 1965,"a message to Kakuei Tanaka, former Secretary General of Liberal Democratic Party (Japan)"
D. N. Aidit,Indonesian communist and Communist Party of Indonesia leader,"I am the only one who held the largest responsibility of the failed G30S and supported by other PKI members and mass organizations under the PKI [...] Rather I am being captured, better you kill me...! [...] Long live, PKI!",22 November 1965,"prior to being summarily executed by Jasir Hadibroto and other executioners from the army. It was said that his last words were 30 minutes of inflaming speech against the army, resulting in the executioners shortly firing lethal shots after he shouted ""Long live, PKI!"""
W. Somerset Maugham,English author,"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it.",15 December 1965,to his nephew Robin Maugham
Lal Bahadur Shastri,Prime Minister of India,"Oh, father. Oh, Rama!",11 January 1966,to his doctors
Buster Keaton,"American actor, comedian and filmmaker",Why can't I give up at last?,1 February 1966,
James A. Gardner,United States Army officer and Medal of Honor recipient,It's the best I can do.,7 February 1966,killed while destroying enemy bunkers during the Vietnam War
Elliot See,American astronaut,Final ILS two four.,28 February 1966,prior to plane crash that killed him and fellow astronaut Charles Bassett
Montgomery Clift,American actor,Absolutely not!,23 July 1966,"to his private nurse, Lorenzo James, who had suggested they watch The Misfits on television"
Lenny Bruce,American comedian,Do you know where I can get any shit?,3 August 1966,asking about the availability of drugs
James French,American murderer,Everything's already been said.,10 August 1966,when asked if he had any last words before his death by electric chair
Nick Piantanida,American parachutist,Emerg—,29 August 1966,making emergency transmission from Strato Jump III balloon during decompression accident on 1 May 1966; the accident left him in a coma until his death
Margaret Sanger,American birth control activist,A party! Let's have a party.,6 September 1966,
Walt Disney,American animation pioneer and businessman,Ron Miller \ Way Down Cellar \ Kirt Russell [sic] \ CIA – Mobley,15 December 1966,written on the bottom of a page
Donald Campbell,British racer,The water's dark green and I can't see a bloody thing. Hallo the bow is up. I'm going. I'm on my back. I'm gone.,4 January 1967,just before fatal crash of Bluebird K7 hydroplane while trying to set new world water speed record
Gus Grissom,American astronaut,How are we going to get to the moon if we can't talk between two or three buildings?,27 January 1967,during Apollo 1 launch rehearsal test moments before a deadly fire broke out
Roger B. Chaffee,American astronaut,We've got a bad fire! Let's get out... We're burning up!,27 January 1967,reporting that a fire had broken out during Apollo 1 launch rehearsal test
Ronald Ryan,Australian criminal,"God bless you, please make it quick.",3 February 1967,to the hangman. Ryan was the last person to be executed in Australia prior to the abolition of the death penalty in 1985
Bernard B. Fall,American war correspondent and historian,We've reached one of our phase lines after the fire fight and it smells bad—meaning it's a little bit suspicious...Could be an amb—,21 February 1967,; spoken into tape recorder just before stepping on land mine that killed him and U.S. Marine Byron G. Highland during the Vietnam War
David Ferrie,American pilot,"To leave this life, to me, is a sweet prospect. When you read this I will be quite dead and no answer will be possible. All I can say is that I offered you love, and the best I could. All I got in return in the end was a kick in the teeth. Thus I die alone and unloved. As you sowed, so shall you reap.",22 February 1967,in apparent suicide note (alluding to Galatians 6:7). Ferrie's autopsy concluded that he had died of natural causes
Ruppert L. Sargent,United States Army officer and Medal of Honor recipient,Grenades. Grenades.,15 March 1967,prior to falling on two grenades during the Vietnam War
"(""Ti ho amato moltissimo Franca","tantissimo."") — Antonio De Curtis (alias Totò), Italian actor, comedian, screenwriter, dramatist, poet, singer and lyricist","I've loved you very much Franca, very much.",15 April 1967,"cause of heart attack when he spoke his last words to his wife, Franca Faldini, who has been called the true love of his life before he passed away"
"(""Da jitt et nix zo kriesche!"") — Konrad Adenauer",Chancellor of West Germany,No reason to weep.,19 April 1967,
Vladimir Komarov,Soviet cosmonaut,Thank you for transmitting all of that. [Separation] occurred. [garbled],24 April 1967,final transmission before fatal crash of Soyuz 1 spacecraft
Dorothy Parker,American writer and wit,Excuse my dust.,7 June 1967,
Tom Simpson,British cyclist,On! On! On!,13 July 1967,asking to be put back on his bike prior to his death on Mont Ventoux during the 1967 Tour de France
Vincent R. Capodanno,United States Navy Roman Catholic chaplain and Medal of Honor recipient,"Stay quiet, Marine. You will be okay. Someone will be here to help you soon. God is with us all this day.",4 September 1967,to a wounded Marine before being killed during Operation Swift in the Vietnam War
Clifton Williams,American astronaut,"Mayday, Mayday! This is NASA 922, ejecting just off Orlando...I mean Tallahassee!",5 October 1967,prior to unsuccessful ejection from crashing airplane
Clement Attlee,Prime Minister of the United Kingdom,"Hullo, Griff. How are you getting on?",8 October 1967,"to his aide, Charlie Griffiths"
"(""Sé que estás aquí para matarme. Dispara","cobarde, solo vas a matar a un hombre."") — Che Guevara, Argentinean statesman and socialist revolutionary","I know you are here to kill me. Shoot, coward, you are only going to kill a man.",9 October 1967,facing his captors
Helen Palmer,"American children's author, editor and philanthropist","Dear Ted, what has happened to us? I don't know. I feel myself in a spiral, going down down down, into a black hole from which there is no escape, no brightness. And loud in my ears from every side I hear, 'failure, failure, failure...' I love you so much ... I am too old and enmeshed in everything you do and are, that I cannot conceive of life without you ... My going will leave quite a rumor but you can say I was overworked and overwrought. Your reputation with your friends and fans will not be harmed ... Sometimes think of the fun we had all thru the years ...",23 October 1967,"in her suicide note, addressed to her husband, Theodor ""Dr. Seuss"" Geisel"
Michael J. Adams,American astronaut,I'm in a spin.,15 November 1967,prior to crash of North American X-15 spaceplane
Harold Holt,Prime Minister of Australia,I know this beach like the back of my hand.,17 December 1967,prior to disappearing while swimming at Cheviot Beach
Bill Masterton,Canadian American ice hockey player,"Never again, never again.",15 January 1968,after sustaining fatal head injury in NHL game
Bob Jones Sr.,"American evangelist, founder of Bob Jones University","Mary Gaston, get my shoes; I must go to preach.",16 January 1968,to his wife before entering semi-coma
Lance Sijan,United States Air Force fighter pilot and Medal of Honor recipient,Dad! Dad! Where are you? I need you!,22 January 1968,dying in Hỏa Lò Prison during the Vietnam War
Phil Gay,captain of fishing trawler Ross Cleveland,I am going over. We are laying over. Help me. I am going over. Give my love and the crew's love to the wives and families.,4 February 1968,final radio message before ship sank
Martin Luther King Jr.,American civil rights activist,"Ben, make sure you play 'Take My Hand, Precious Lord' in the meeting tonight. Play it real pretty.",4 April 1968,speaking to musician Ben Branch shortly before being assassinated
Robert F. Kennedy,American politician,Don't lift me.,6 June 1968,speaking to medical attendants who lifted him onto a stretcher several minutes after he was fatally shot and lost consciousness shortly thereafter
Red Foley,American country music singer,"I'm awful tired now, Hank. I've got to go to bed.",19 September 1968,
Karl Barth,Swiss Reformed theologian,"God sits in the regiments! That is why I am not afraid. Stay confident in also the darkest moments! Let us hope not fall, the hope for all people, for all the peoples of the world. God let us not fall, not a single one of us and all of us together. It is governed.",10 December 1968,over the telephone to his friend Eduard Thurneysen
Tallulah Bankhead,American actress,Codeine... bourbon.,12 December 1968,
Garfield M. Langhorn,United States Army soldier and Medal of Honor recipient,Somebody's got to care.,15 January 1969,prior to falling on a grenade to protect wounded soldiers during the Vietnam War
Meher Baba,Indian spiritual master,"Don't worry, be happy.",31 January 1969,"; last words spoken on 10 July 1925, after which he observed silence for the rest of his life"
Boris Karloff,English actor,Walter Pidgeon.,2 February 1969,before dying of pneumonia
Dwight D. Eisenhower,president of the United States,"I've always loved my wife, my children, and my grandchildren, and I've always loved my country. I want to go. God, take me.",28 March 1969,
Félix Conde Falcón,United States Army soldier and Medal of Honor recipient,"God don't let me die, take care of my wife and two kids.",4 April 1969,mortally wounded during the Vietnam War
Paul Meyer,United States Air Force airman,"I'm doing all right, I'm doing all right, uh.",23 May 1969,final transmission before crashing into the English Channel in a stolen aircraft
"(""Che bello","se dovessi morire adesso sarei felice.."") — C. F. Powell, FRS, British physicist","How nice, if I were to die now I would be happy...",9 August 1969,"before dying in Casargo, Italy on balcony with scenic view"
Sharon Tate,American actress,Please — please don't kill me. I don't want to die. I want to live. I want to have my baby. I want to have my baby.,9 August 1969,"confirmed by confessed murderer Susan Atkins to be among the pregnant actress' last words.""Anyway, I can get a good rest in the morning. There's no rehearsal till three."" — John Barbirolli, British conductor (29 July 1970), to his wife after awakening during the night"
Vince Lombardi,American football coach,Happy anniversary. I love you.,3 September 1970,to his wife
William Schaffner,United States Air Force pilot,Roger.,8 September 1970,prior to his BAC Lightning crashing into the North Sea; some commentators would allege that a UFO was involved in the incident
Jimi Hendrix,"American musician, singer, and songwriter","I need help bad, man.",18 September 1970,"to his manager, Chas Chandler, in an answering machine message he left for him"
"(""Ça fait mal là."") — Charles de Gaulle",French statesman,I feel pain here.,9 November 1970,pointing at his neck seconds before he unexpectedly died from an aneurysm
"(""人間の命には限りがあります. しかし、私は永遠に生きたいと思っています."") — Yukio Mishima",Japanese author,Human life is limited; but I would like to live forever.,25 November 1970,prior to seppuku
"(""Vous voyez","c'est comme ça que vous mourez."") — Coco Chanel, French fashion businesswoman","You see, this is how you die.",10 January 1971,to her maid
Georgy Dobrovolsky,Soviet cosmonaut,I am beginning the descent procedure.,30 June 1971,prior to fatal reentry of Soyuz 11
Vladislav Volkov,Soviet cosmonaut,"Prepare cognac, see you tomorrow!",30 June 1971,final transmission from Soyuz 11 prior to fatal reentry
Jim Morrison,"American singer, musician, songwriter and poet","Are you there, Pam? Pam, are you there?",3 July 1971,to his girlfriend Pamela Courson
Gerry Richardson,", British police officer",I had him by the throat but the bastard shot me.,23 August 1971,"to PC Carl Walker, , referring to armed robber Frederick Joseph Sewell, who had shot both of them. Walker survived"
Gene Vincent,American rock and roll and rockabilly musician,"Mama, if I get through this, I swear I'll be a better man.",12 October 1971,dying of a bleeding ulcer while in his mother's trailer
Gladys Cooper,English actress,"If this is what viral pneumonia does to one, I really don't think I shall bother to have it again.",17 November 1971,looking in a mirror
George Sanders,British actor,"Dear world, I am leaving because I am bored. I feel I have lived long enough. I am leaving you with your worries in this sweet cesspool — good luck.",25 April 1972,; one of his suicide notes
"(""Dėl mano mirties kaltinkite tik santvarką."") — Romas Kalanta",Lithuanian high school student,Blame only the regime for my death.,14 May 1972,prior to committing suicide by self-immolation to protest the Soviet regime in Lithuania
Moe Berg,American baseball player,How did the Mets do today?,29 May 1972,to his nurse
"("" Vous avez détruit la beauté du monde! "") - Huguette Gaulin",Canadian Novelist,You have destroyed the beauty of the world!,"June 6, 1972",who committed suicide by burning herself
Adrian McGill,Glasgow Fire Service Sub Officer,I have got that woman. We are all right.,18 November 1972,shouting to other firefighters from the top floor of a burning building. The woman whom McGill died trying to save also died
Lyndon B. Johnson,president of the United States,Send Mike immediately.,22 January 1973,"referring to his Secret Service agent. By the time Mike arrived, Johnson had already died"
Noël Coward,"English playwright, composer and performer",Good night my darlings. I'll see you tomorrow.,26 March 1973,"to Graham Payn, his life partner, and Cole Lesley, his secretary, while going to bed the night before he died"
Pablo Picasso,Spanish artist,"Drink to me, drink to my health. You know I can't drink anymore.",8 April 1973,
J. R. R. Tolkien,English writer and academic,"It is stuffy, sticky, and rainy here at present – but forecasts are more favourable.",2 September 1973,postscript of letter to his daughter Priscilla
"(""Estas son mis últimas palabras y tengo la certeza de que mi sacrificio no será en vano","tengo la certeza de que, por lo menos, será una lección moral que castigará la felonía, la cobardía y la traición."") — Salvador Allende Gossens, Marxist President of Chile","These are my last words, and I am certain that my sacrifice will not be in vain. I am certain that, at the very least, it will be a moral lesson that will punish felony, cowardice and treason.",11 September 1973,addressing the nation during the 1973 Chilean coup d'état moments before killing himself
Jim Croce,American folk and rock singer-songwriter,"Remember, it’s the first 60 years that count and I’ve got 30 to go. I love you.",20 September 1973,in a letter written to his wife Ingrid shortly before he boarded a plane that killed him
Murray Hudson,", New Zealand infantry sergeant","Throw it, just throw it.",13 February 1974,"to a soldier who froze with an armed grenade; the grenade exploded as Hudson tried to release it, killing both men"
George Kelly,American playwright and actor,"My dear, before you kiss me goodbye, fix your hair. It's a mess.",18 June 1974,to one of his nieces
Christine Chubbuck,American news anchor for WWSB (formerly known as WXLT),"In keeping with the WXLT practice of presenting the most immediate and complete reports of local blood-and-guts news, TV-40 presents what is believed to be a television first — in living color, exclusive coverage of an attempted suicide.",15 July 1974,just before shooting herself in the head on air
"(""Джинсы бы не испачкать..."") — Anatoli Kozhemyakin",Soviet footballer,I don't want my jeans to get dirty...,13 October 1974,"trying to exit a stuck elevator before it began moving, crushing him to death"
Walter A. Zadra,first officer of Northwest Orient Airlines Flight 6231,"Pull now ... pull, that's it.",1 December 1974,before plane crashed in Harriman State Park (New York)
Josephine Baker,French-American dancer and singer,"Oh, you young people act like old men. You are no fun.",12 April 1975,
Rod Serling,American screenwriter,You can't kill this tough Jew.,28 June 1975,note written from hospital bed to colleague Owen Comora
Vaughn Bodē,American cartoonist and illustrator,"Mark, I've seen God four times, and I'm going to see him again soon. That's No. 1 to me, and you're No. 2.",18 July 1975,to his son
Ernest M. McSorley,Canadian sailor and captain of SS Edmund Fitzgerald,We are holding our own.,10 November 1975,last transmission before ship went down in storm on Lake Superior
Werner Heisenberg,German theoretical physicist,"When I meet God, I am going to ask him two questions: Why relativity? And why turbulence? I really believe he will have an answer for the first.",1 February 1976,
Sal Mineo,American actor,Oh God! No! Help! Someone help!,12 February 1976,while being murdered
"(""我很难受，叫医生来。"") — Mao Zedong",Chinese statesman and revolutionary,I feel ill. Call the doctors.,9 September 1976,
Gary Gilmore,American criminal,Let's do it!,17 January 1977,prior to execution by firing squad
Freddie Prinze,American stand-up comedian and actor,I must end it. There's no hope left. I'll be at peace. No one had anything to do with this. My decision totally.,29 January 1977,"as his suicide note, before shooting himself in the head"
Edith Ewing Bouvier Beale,American socialite,There's nothing more to say. It's all in the film.,5 February 1977,"to her daughter, Edith Bouvier Beale, referring to the documentary Grey Gardens"
Jacob Veldhuyzen van Zanten,pilot of KLM Flight 4805,Oh yes.,27 March 1977,shortly before colliding with Pan Am Flight  1736
