quote,is_criminal
were looking in were overlooking the financial center three of us two broken windows oh god oh,0.0
december,1.0
february,1.0
its time,0.0
september,0.0
august,1.0
october,1.0
january,0.0
i dont want to die please dont let me die,0.0
over my spirit flash and float in divine radiancy the bright and glorious visions of the world to which i go,0.0
i love you,0.0
get him les get him hes got us,0.0
may,0.0
may,0.0
get to a safe place something really bad might happen,0.0
never fear if you will but have patience i dont doubt we shall get through but take care how you ever get in such a scrape again,0.0
january,1.0
,1.0
march,0.0
what oclock is it on being told it is well i thank you god bless you,0.0
september,1.0
whatever you would like me to have,0.0
go and show yourself to the soldiers lest they cut you to pieces for being accessory to my death,0.0
tell daisy that i love her,0.0
now my dear son i am going to the saviour i am ready i am quite resigned to the will of my lord if he is no longer willing to make use of me here i am quite ready to go to him for there is nothing more in my way,0.0
december,0.0
bring me a chair carry me forward and there the surgeon will dress my wound,0.0
of course i know who you are youre my girl i love you,0.0
chavesrgb here i am a hug with love from your friend chespirito,0.0
lord open the king of englands eyes,1.0
may,0.0
i am wounded,0.0
dreadful dreadful,0.0
thank you for bringing me back to the square,0.0
march,1.0
february,1.0
no regrets i had a great life,0.0
so little done so much to do,0.0
september,1.0
april,1.0
i bow to thee mother,0.0
may,1.0
january,1.0
april,1.0
if they are not blame me,0.0
,1.0
,1.0
november,0.0
march,0.0
february,1.0
i am nothing,0.0
september,1.0
yet i was once your emperor,0.0
lucy,0.0
it is well,0.0
,1.0
youre too slowtoo slow,0.0
i wish to die sitting in tribute to the most worshipful will of my good and precious jesus,0.0
,1.0
may,1.0
,1.0
january,1.0
now i have overcome,0.0
may,1.0
january,0.0
,1.0
well my friend what news from the great mogul,0.0
now god be praised only one hour,0.0
save me,0.0
november,0.0
lord jesus receive my spirit lord lay not this sin to their charge,0.0
,1.0
what cato did and addison approved cannot be wrong,0.0
december,1.0
may,1.0
im bored with it all,0.0
august,1.0
november,1.0
september,1.0
february,0.0
august,1.0
september,1.0
royal freedom will only be lost with life,0.0
december,0.0
march,1.0
april,0.0
december,0.0
tape seinfeld for me,0.0
come to me,1.0
,1.0
i bless the lord that he gave me counsel,0.0
april,1.0
leave the shower curtain on the inside of the tub,0.0
,1.0
july,0.0
thank you for growing up well,0.0
oh my god oh my god wheres my head wheres my head,0.0
october,1.0
i know what you are thinking of but i have nothing to communicate on the subject of religion,0.0
save yugoslavia take good care of the queen,0.0
if you love my soul away with it,1.0
it is finished father into thy hands i commend my spirit,0.0
september,1.0
here must i stop what follows let baithen write,0.0
this isnt hamlet you know its not meant to go into the bloody ear,0.0
then to our blessed lady mary the mother of god i commend myself may she by her holy intercessions reconcile me to our lord and savior jesus christ god be merciful to,0.0
take me into the light,0.0
may,1.0
,1.0
redmond,0.0
october,1.0
,1.0
treason treason,0.0
june,1.0
i am sorry to trouble you chaps i dont know how you get along so fast with the traffic on the road these days,0.0
theres that pain again i can feel it in my arm and in my head,0.0
i desire to be dissected for the benefit of my fellow men,0.0
november,1.0
i trust in no good works that ever i did but only in the death of christ i do not doubt but through him to inherit the kingdom of heaven but imagine not that i speak against good works for they are to be done and verily they that do them not shall never enter into the kingdom of god,1.0
unfortunately they the israeli air force have sent a warning notice to the hiji building just now that it will be bombed the area has been evacuated entirely women men the elderly kids have all completely fled the area,0.0
lord receive my spirit,1.0
june,1.0
,1.0
july,1.0
january,1.0
everything is fine im ready to go,0.0
human life is limited but i would like to live forever,0.0
why should i talk to you ive just been talking to your boss,0.0
its very beautiful over there,0.0
january,1.0
,1.0
dont kill me,0.0
i dont want my jeans to get dirty,0.0
,1.0
yes i would just like to say im sailing with the rock and ill be back like independence day with jesus june like the movie big mother ship and all ill be back ill be back,1.0
i want to go when i want it is tasteless to prolong life artificially i have done my share it is time to go i will do it elegantly,0.0
september,0.0
,1.0
id like to say thank you to my family for being here and all of my friends boomer sooner,1.0
august,1.0
october,1.0
let the pulse beat as it may we know the mercy of god will never fail,0.0
april,1.0
lets do it,1.0
thy creatures o lord have been my books but thy holy scriptures much more i have sought thee in the fields and gardens but i have found thee o god in thy sanctuarythy temple,0.0
,1.0
june,0.0
october,0.0
i have no need of your goddamned sympathy i want to be entertained by some of your grosser reminiscences,0.0
snooks will you please turn this way i like to look at your face,0.0
,1.0
bring me wine,0.0
august,1.0
october,1.0
i have enough brother try to save your own life,0.0
november,1.0
,1.0
june,1.0
i am the only one who held the largest responsibility of the failed gs and supported by other pki members and mass organizations under the pki rather i am being captured better you kill me long live pki,1.0
july,1.0
fuck you motherfucker,0.0
,1.0
c februarymarch,1.0
lord into thy hands i commend my spirit,1.0
blessed are they who suffer persecution for righteousness sake,1.0
,1.0
okay just wondering,0.0
,1.0
let my soldiers know that ive always been committed to them loved them and proved it by my death,0.0
jesus son of the eternal god have mercy on me,1.0
hello everyone technoblade here if youre watching this i am dead so lets sit down and have one final chat my real name is alex i had one of my siblings call me dave one time in a deleted video from and it was one of the most successful pranks weve ever done thousands of creepy online dudes trying to get overly personal going oh hey dave hows it going sorry for selling out so much in the past year but thanks to everyone that bought hoodies plushies and channel memberships my siblings are going to college well if they want to i dont wanna put any dead brother peer pressure on them but thats all from me thank you all for supporting my content over the years if i had another hundred lives i think i would choose to be technoblade again every single time as those were the happiest years of my life i hope you guys enjoyed my content and that i made some of you laugh and i hope you all go on to live long prosperous and happy lives because i love you guys technoblade out,0.0
i hope that this execution is the last act of the tragedy of the second world war and that the lesson taken from this world war will be that peace and understanding should exist between peoples i believe in germany,1.0
itsits coming out,0.0
,1.0
,1.0
i know that my redeemer liveth,0.0
october,1.0
begone thou wretched beast which hast utterly undone me,0.0
june,0.0
say goodbye to my wife and kids,0.0
no reason to weep,0.0
august,1.0
i know you are here to kill me shoot coward you are only going to kill a man,0.0
o ye papists behold ye look for miracles and here now ye may see a miracle for in this fire i feel no more pain than if i were in a bed of down but it is to me as sweet as a bed of roses,1.0
doctor im fighting for my life,0.0
,1.0
and let my word be kept secret by you so that no one knows the place but you alone for in the resurrection of the dead i shall receive my body incorruptible once again from the savior distribute my clothing to bishop athanasius give the one sheepskin and the cloak on which i lie which he gave to me new but i have by now worn out and to bishop serapion give the other sheepskin and you keep the hair garment and now god preserve you children for antony is leaving and is with you no longer,0.0
december,0.0
,1.0
september,1.0
may,0.0
i didnt know prisons had such comfortable beds,0.0
how are the lads did we do it,0.0
september,1.0
i love you,0.0
,1.0
,1.0
july,1.0
well we fooled em for a long time didnt we,0.0
i love you too,0.0
,1.0
i think ill go for a drive before dinner anyone coming,0.0
it seems that there are no chances maybe or percent,0.0
june,1.0
ive always loved my wife my children and my grandchildren and ive always loved my country i want to go god take me,0.0
please please dont kill me i dont want to die i want to live i want to have my baby i want to have my baby,0.0
june,0.0
football season is over no more games no more bombs no more walking no more fun no more swimming that is years past more than i needed or wanted boring i am always bitchy no fun for anybody you are getting greedy act your old age relax this wont hurt,0.0
freedom freedom at last man its been a real good one,1.0
if this is death then i am ready for it,0.0
july,0.0
,1.0
on the contrary,0.0
thou lord bruisest me but i am abundantly satisfied since it is from thy hand,0.0
october,1.0
may,0.0
may,0.0
my sunshine,0.0
,1.0
let no one weep for me or celebrate my funeral with mourning for i still live as i pass to and fro through the mouths of men,0.0
january,0.0
wait a second,0.0
o gabriel gabriel better would it have been for you to have been neither pope nor cardinal nor bishop but to have finished your days as you commenced them following peaceably in the monastery the exercises of your order,0.0
april,1.0
i believe we shall adjourn this meeting to another place,0.0
but alexander whose kindness to my mother my wife and my children i hope the gods will recompense will doubtless thank you for your humanity to me tell him therefore in token of my acknowledgement i give him this right hand,0.0
march,1.0
,1.0
september,1.0
may,0.0
get my swan costume ready,0.0
,1.0
i only regret that i have but one life to give for my country,1.0
,1.0
im sorry boys im all wet,0.0
now the bitterness of death is past,1.0
august,0.0
ive got to be crazy to do this shot i shouldve asked for a double,0.0
,1.0
happy halloween the bats are out at wayne manor,0.0
grenade its in the truck,0.0
say goodbye to pat say goodbye to the president and say goodbye to yourself because youre a nice guy ill see ill see,0.0
this is a hell of a way to die,0.0
ron miller way down cellar kirt russell sic cia mobley,0.0
god bless you please make it quick,1.0
mom do you hear the rain do you hear the rain mom i just want to take off in the plane,0.0
we are all going to heaven and van dyke is of the company,0.0
do you really think the ira would think me a worthwhile target,0.0
,1.0
july,0.0
,1.0
january,0.0
july,0.0
all planes close up tight will have to ditch unless landfall when the first plane drops to ten gallons we all go down together,0.0
well they german empire have got us they are a damn sight worse than i ever thought they were,0.0
may,1.0
whats the matter miller do you want to live forever,0.0
march,0.0
may,1.0
february,0.0
i have tried so hard to do right,0.0
february,0.0
i know only jesus the crucified,0.0
september,1.0
hurry it up you hoosier bastard i could hang a dozen men while youre fooling around,1.0
january,1.0
may,1.0
forgive me but i dont want to live anymore the pain is too bad theres no point in trying to prolong this agony,0.0
too much paindo something pleaseto kill the pain,0.0
put your hands on my shoulders and dont struggle,0.0
they tried to get me i got them first,0.0
well hello there ive been looking for you my names george jones,0.0
ah jesus,0.0
august,1.0
,1.0
august,1.0
june,0.0
nearly frank opinions every day i couldnt deny they hurt me die you are disgusting you should disappear i believed these things about myself more than they did thank you mother for the gift of life my whole life i wanted to be loved thank you to everyone who supported me i love you all im sorry for being weak,0.0
why why,0.0
i must get back to my work,0.0
april,1.0
,1.0
april,0.0
i will lie down on the couch i can sleep and after that i shall be entirely recovered,0.0
july,0.0
i desire to go to hell and not to heaven in the former place i shall enjoy the company of popes kings and princes while in the latter are only beggars monks hermits and apostles,0.0
god will help me i am so tired,0.0
fie on life speak no more of it to me,0.0
april,1.0
the position has become impossible anxious important work to do and three commissions of enquiry to attend to we may not have done as well as possible in the past but we will necessarily be hampered to do well in the imminent future i feel that my brain is suffering and i am in great fear of what effect all this worry will have upon me i have lost control of my thoughts the coolgardie scheme is all right and i could finish it if i got a chance and protection from misrepresentation but theres no hope for that now and its better that it should be given to some entirely new man to do who will be untrammelled by prior responsibility put the wing walls to helena weir at once,0.0
i am going to put myself to sleep now for a bit longer than usual call it eternity,0.0
december,1.0
this is for you,0.0
everythings already been said,1.0
i wished to do more harm than i could,0.0
so long,1.0
o godif there be a godi desire thee to have mercy on me,0.0
but we coped with the sadness and we wait for death from one moment to the next,1.0
june,1.0
september,1.0
this is wrong whats happening this is not a capital case it never was a capital case i had never intended to do anything a lot of injustice is happening in all this im sorry things didnt work out may god forgive us all,0.0
,1.0
november,0.0
april,0.0
september,0.0
valerie,0.0
i am not afraid lord lord lord receive my spirit,1.0
counting or not counting gang violence,0.0
youre a lifesaver andy,0.0
im losing it,0.0
february,0.0
,1.0
its good to be king wait maybe i think maybe im just like a little bizarre little person who walks back and forth whatever you know but,0.0
december,1.0
mother im going to get my things and get out of this house father hates me and im never coming back,0.0
i feel sleepy and a moment of rest would do me good,0.0
dear hef when you read this i shall be dead i cannot go on living with myself and hurting those dear to me what i do has nothing to do with you,0.0
go and give the ass a drink of wine to wash down the figs,0.0
pardon me sir i did not do it on purpose,1.0
,1.0
go one of you to colonel burton tell him to march webbs regiment down to charles river to cut off their retreat from the bridge now god be praised i will die in peace,0.0
will you govern it any better,0.0
jesus,0.0
well done you are doing that very well my boy,0.0
horrible horrible,0.0
october,1.0
july,0.0
when will the republic find a citizen like me,0.0
march,1.0
oh mother how beautiful it is,0.0
absolutely and i pray god to condemn me if i have had any other aim than the welfare of god and the state,0.0
april,1.0
no mortal man can live after the glories which god has manifested to my soul,0.0
i die not only a protestant but with a hearthatred of popery prelacy and all superstition lord jesus receive me into thy glory,1.0
,1.0
,1.0
november,1.0
december,0.0
july ns,1.0
come lord jesu come quickly finish in me the work that thou has begun into thy hands o lord i commend my spirit for thou has redeemed me o god of truth save me thy servant who hopes and confides in thee alone let thy mercy o lord be shewn unto me in thee have i trusted o lord let me not be confounded for ever,0.0
july,1.0
october,0.0
november,1.0
it is well that we have not been every way unfortunate,0.0
september,1.0
i led them to the end they wavered i tried to keep them together,0.0
oh shit,0.0
may,1.0
august,1.0
use it for the good of my people,0.0
september,1.0
june,0.0
here shall my saviour be known in all the simplicity of his doctrines ah would that i might witness it but i have seen those things in a vision but i faint i am weary my earthly journey is finished receive my blessing go and be kind one to another,0.0
,1.0
i have hostages,0.0
october,1.0
tell them i died happy loving them all,0.0
i pray you to bear me witness that i meet my fate like a brave man it will be but a momentary pang,1.0
too late is this your fidelity,0.0
i pray you gentlemen in the name of modesty suffer me to cover my bosom,1.0
here thou art then,0.0
march,0.0
the murder of the queen had been represented to me as a deed lawful and meritorious i die a firm catholic,1.0
,1.0
march,0.0
,1.0
june,1.0
help me help me,0.0
november,1.0
november,0.0
december,1.0
november,0.0
november,1.0
oooh the godfather just saying his name makes my blue blood boil ohhh the godfather my arch nemesis he represents everything thats wrong with the wwf but fear not because i the blue blazer will always triumph over evil doers and you know why because i always take my vitamins say my prayers and drink my milk whooo,0.0
i love you take care of the boys,0.0
long live our sacred germany,1.0
my work is done i have nothing to do but to go to my father,0.0
september,0.0
,1.0
hear o israel the lord is our god the lord is one,0.0
january,1.0
,1.0
thy kingdom come thy will be done,0.0
november,1.0
in death at last let me rest with abelard,0.0
,1.0
dying is a very dull dreary affair and my advice to you is to have nothing whatever to do with it,0.0
june,1.0
hey lets go for a drive,0.0
january,0.0
yes indeed we must fly but not with our feet but with our hands,0.0
hullo griff how are you getting on,0.0
february,1.0
your sic awesome,0.0
harmony,0.0
february,1.0
,1.0
ive had a hell of a lot of fun and ive enjoyed every minute of it,0.0
mi madre mi madre where is my mother im all alone in this country dont leave me jack,0.0
ease and pleasure quake to hear of death but my life full of cares and miseries desireth to be dissolved,0.0
,1.0
march,0.0
,1.0
help,0.0
i think it is time for morphine,0.0
march,1.0
may,1.0
god dont let me die take care of my wife and two kids,0.0
,1.0
molly i shall die,0.0
above all i charge the leadership of the nation and their followers with the strict observance of the racial laws and with merciless resistance against the universal poisoners of all peoples international jewry vor allem verpflichte ich die fhrung der nation und die gefolgschaft zur peinlichen einhaltung der rassegesetze und zum unbarmherzigen widerstand gegen den weltvergifter aller vlker das internationale judentum,0.0
excuse me while i go throw myself in front of a train,0.0
now farewell and remember all my words,0.0
even if you escape the torment of history you will not be able to escape the wrath of allah,0.0
i am tired of ruling over slaves,0.0
may,1.0
february,0.0
trust in god and you need not fear,0.0
why cant i give up at last,0.0
if this is what viral pneumonia does to one i really dont think i shall bother to have it again,0.0
march,0.0
january,1.0
jesus i pardon you,0.0
,1.0
stay quiet marine you will be okay someone will be here to help you soon god is with us all this day,0.0
april,1.0
now im oiled keep me from the rats,0.0
march,0.0
,1.0
june,1.0
,1.0
november,0.0
,1.0
january,1.0
january,1.0
i hope that all of you will follow me,1.0
at this very moment i wish i were dead i just cant cope anymore,0.0
may,1.0
october,0.0
may,0.0
july,0.0
excuse me,0.0
february,1.0
god be thanked,0.0
let my epitaph be here lies joseph who was unsuccessful in all his undertakings,0.0
im going but the state will always remain,0.0
id rather be skiing than doing this when asked if he skied no but id rather be doing that than doing this,0.0
september,1.0
let me die to the sound of sweet music,0.0
i have been unfaithful to god to my order to my king i die full of faith and repentance,1.0
june,0.0
november,0.0
november,0.0
october,1.0
,1.0
october,1.0
now god be with you my dear children i have breakfasted with you and shall sup with my lord jesus christ this night,0.0
april,1.0
o my poor soul what is to become of thee whither wilt thou go,0.0
,1.0
i shall not long hesitate between conscience and the pope for i shall soon appear in the presence of god to be acquitted i hope to be condemned i fear,0.0
take care of each other,0.0
,1.0
going outside to fight it out,0.0
,1.0
august,0.0
december,1.0
you may go home the show is over,0.0
november,1.0
i dont think so i dont think so,0.0
august,0.0
thank you for transmitting all of that separation occurred garbled,0.0
december,0.0
well folks youll soon see a baked apple,1.0
january,1.0
,1.0
august,1.0
why am i hemorrhaging,0.0
may gods will be done,0.0
i have kept the faith once given to the saints for the which cause i have also suffered these things but i am not ashamed for i know whom i have believed and i am persuaded that he is able to keep that which i have committed to him against that day,0.0
november,0.0
january,1.0
i know this beach like the back of my hand,0.0
,1.0
if you have baked me so you also should eat me,0.0
october,0.0
may,0.0
it broke me man but we need to do that for them people deserve abundant life special moments theyve been through hell battling disease if we were able to ease their suffering and bring joy for a moment and hopefully moments as he goes through the bags then we made a difference in his life,0.0
january,1.0
am i dying or is this my birthday,0.0
,1.0
february,1.0
i should have been a concert pianist,0.0
i have had a happy life and thank the lord goodbye and may god bless all,0.0
august,1.0
quick,1.0
i want the world to be filled with white fluffy duckies,0.0
i am just going outside and may be some time,0.0
july,1.0
,1.0
january,0.0
long live the korean empire,0.0
long live the socialist republic of romania independent and free,1.0
i do not fear death,1.0
october,1.0
july,1.0
september,1.0
music has been my doorway of perception and the house that i live in,0.0
so longgoodbye,0.0
i need help bad man,0.0
you must not pity me in this last turn of fate you should rather be happy in the remembrance of our love and in the recollection that of all men i was once the most famous and the most powerful and now at the end have fallen not dishonorably a roman by a roman vanquished,0.0
,1.0
,1.0
january,0.0
,1.0
december,1.0
it is a bad cause which cannot bear the words of a dying man,1.0
good night my darlings ill see you tomorrow,0.0
december,1.0
february,1.0
,1.0
,1.0
december,0.0
,1.0
april,1.0
doctor i wish you to observe how real and beneficial the religion of christ is to a man about to die i am however much consoled by reflecting that the religion of christ has from its first appearance in the world been attacked in vain by all the wits philosophers and wise ones aided by every power of man and its triumphs have been complete,0.0
april,1.0
i see that you have made three spelling mistakes,0.0
long live freedom,1.0
,1.0
june,0.0
january,1.0
im going away tonight,0.0
walter who knows what is the scheme of things my suffering has all been for the purpose of making you a man,0.0
october,1.0
save my son,0.0
december,1.0
october,0.0
when all usefulness is over when one is assured of an unavoidable and imminent death it is the simplest of human rights to choose a quick and easy death in place of a slow and horrible one,0.0
august,1.0
,1.0
what news from boston,0.0
fortune favors the bold make for where pomponianus is,0.0
kiss my ass,1.0
i am a dead man fight on my brave fellows for the salvation of your country,0.0
june,0.0
may,1.0
make it short make it short,1.0
my god my father and my friend do not forsake me in the end,0.0
february,1.0
long live christ the king,1.0
ive a monthold baby at home i certainly would like to see my baby,0.0
can this be considered a calamity well they can indeed kill the body but they are not able to kill the soul,0.0
im a dead man see ya,0.0
my life is taken from me though i have done nothing to deserve it for there is no action of mine of which i should repent but one,0.0
no awfully jolly of you to suggest it though,0.0
we must stir ourselves move on work work cover me must move on must work cover me,0.0
remember honey dont forget what i told you put in my coffin a deck of cards a mashie niblick and a pretty blonde,0.0
january,0.0
february,1.0
september,0.0
oh to die in italy,0.0
i do not suffer my friends i only feel a certain difficulty of living,0.0
by jove that has deafened my right ear,0.0
i love you,0.0
im going to have a shot at getting him in,0.0
my reputation carried me safe through greece but the envy it excited at home has been my ruin,0.0
i am cold,0.0
april,1.0
my greetings to you my germany,1.0
if you came to party make some noise,0.0
november,0.0
,1.0
,1.0
all fled all done so lift me on the pyre the feast is over and the lamps expire,0.0
how can we expect righteousness to prevail when there is hardly anyone willing to give himself up individually to a righteous cause it is such a splendid sunny day and i have to go but how many have to die on the battlefield in these days how many young promising lives what does my death matter if by our acts thousands are warned and alerted among the student body there will certainly be a revolt,1.0
do you wish to hasten my last hour,0.0
,1.0
july,0.0
i give your brothers to your keeping be faithful to them and all the people,0.0
september,1.0
we will endeavor to crawl to this line we will completely wet the powder with our blood thus will we with the life that remains in us save the fort and the magazine and perhaps a few of our comrades who are only wounded,0.0
we heartily desire our executors to consider how behoofful it is to be prayed for,0.0
april,0.0
i have offended god and mankind because my work did not reach the quality it should have,0.0
,1.0
august,1.0
your honour i will send you my personal account number so that you can use your huge salary as a federal judge to warm up my personal account because i am running out of money,0.0
im bored,0.0
,1.0
when i was sixty years of age i mounted the breach for my king and now that i am eightyfour sic i shall not want courage to mount the scaffold for my god,1.0
you are a lyer i am no more a witch than you are a wizard and if you take away my life god will give you blood to drink,1.0
september,0.0
let all brave prussians follow me,0.0
september,1.0
,1.0
i did not think that they would put a young gentleman to death for such a trifle,1.0
,1.0
be of good comfort master ridley and play the man we shall this day light such a candle by gods grace in england as i trust shall never be put out,1.0
hey hey give it to me give it to me give it to me give it to me give it to me give it to me give it to me give it to me,0.0
mind your business,0.0
kill me or else you are a murderer,0.0
lord jesus receive my soul,1.0
april,1.0
grateful in peace,0.0
i feel great,0.0
surprise me,0.0
november,1.0
december,0.0
im ok,0.0
i would like to give a special thanks to all of you for showing me kindness compassion empathy love and support and believing in me thank you for everything that yall have done i would also like to thank the directors of chaplaincy of tdcj for opening up the faith base program on death row and allowed me to be accepted into it to find jesus christ our lord and savior and if any of you would like to see me again i implore all of you no matter who you are to accept jesus christ as you lord and savior and we will meet again i love you all bring me home jesus,1.0
september,0.0
april,1.0
waiting are they waiting are they well god damn em let em wait,0.0
april,1.0
april,0.0
july,0.0
september,1.0
im begging you let me work,0.0
november,1.0
,1.0
death twitches my ear live he says i am coming,0.0
november,0.0
why not after all it belongs to him,0.0
january,0.0
and master kyngston had i but served god as diligently as i have served the king he would not have given me over in my gray hairs but this is my just reward for my pains and study not regarding my service to god but only my duty to my prince,1.0
,1.0
i dont want the doctors death i want to have my own freedom,0.0
i am curious to see what happens in the next world to one who dies unshriven,0.0
in keeping with the wxlt practice of presenting the most immediate and complete reports of local bloodandguts news tv presents what is believed to be a television first in living color exclusive coverage of an attempted suicide,0.0
january,0.0
o wretched headbandnot able to help me even in this small thing,0.0
in perfect charity with all men and in sincere communion with the whole church of christ by whatever name christs followers call themselves,0.0
august,0.0
yes,0.0
dont be alarmed my son,0.0
im on fire,0.0
my lord why do you not go on i am not afraid to die,0.0
i came not hither to deny my lord and master,1.0
march,1.0
january,0.0
i believe everything i have written about immortality,0.0
,1.0
blessed be god though i change my place i shall not change my company for i have walked with god while living and now i go to rest with god,0.0
march,1.0
im gonna go see jesus want to see jesus,0.0
june,0.0
,1.0
december,0.0
to leave this life to me is a sweet prospect when you read this i will be quite dead and no answer will be possible all i can say is that i offered you love and the best i could all i got in return in the end was a kick in the teeth thus i die alone and unloved as you sowed so shall you reap,0.0
if there be here any hidden catholics let them pray for me but the prayers of heretics i will not have,1.0
i believe this is going to be the greatest day of my life,0.0
july,1.0
april,1.0
tom im done throw me overboard,0.0
august,0.0
i know that my redeemer liveth,0.0
never mind it is good to die for our country,0.0
i need nothing but god and to lose myself in the heart of jesus,0.0
i mean hey two wrongs dont make a right but i mean you know,0.0
shoot walter in the devils name,0.0
this is a beautiful world,0.0
dad dad where are you i need you,0.0
